brand,model,product_name,price,rating,shipping,url,3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Mac Edition ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Shader Clock ,Slot Width ,Stream Processors ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers,Length (mm),Height (mm)
PNY,GTX 1080,PNY GeForce GTX 1080 DirectX 12 VCGGTX10808PB 8GB 256-Bit GDDR5X PCI Express 3.0 x16 Blower Edition Video Card,$799.00 –,5.0,,https://www.newegg.com/pny-geforce-gtx-1080-vcggtx10808pb/p/N82E16814133739?Description=GTX,NONE,1733 MHz,PNY,2560,"10.50"" x 4.38""",NVIDIA,Single Fan,1607 MHz,1 x DL-DVI-D,9-Jan-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10 Gbps,Simultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680x4320@60Hz*Display Connectors:3 x DisplayPort 1.4HDMI 2.0bDL-DVI* 7680x4320@60Hz RGB 8-bit with dual DisplayPort connectors or 7680x4320@60Hz YUV420 8-bit with DisplayPort 1.3 connector.,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5X,VCGGTX10808PB,NONE,OpenGL 4.5,NONE,NONE,NONE,8-Pin,NONE,SLI HB Bridge Supported,NONE,NONE,Dual Slot,NONE,"TDP: 180WMinimum System Requirements:PCI Express-compliant motherboard with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply*300MB of available hard-disk space2GB system memory (4GB or higher recommended)Windows 7-10, Linux, FreeBSDx86DVD-ROM drive and Internet connection*** Recommendation is made based on PC configured with an Intel Core i7 3.2 GHz processor. Pre-built system may require less power depending on system configuration.** Graphics Card driver is not included in the box; GeForce Experience will download the latest GeForce driver from the Internet after install.",180W,Yes,-2,266.7,111.25200000000001
ZOTAC,GTX 1080,"ZOTAC GeForce GTX 1080 AMP! Edition, ZT-P10800C-10P, 8GB GDDR5X IceStorm Cooling, Metal Wraparound Carbon ExoArmor Exterior, Ultra-wide 100mm Fans, Spectra Lighting, PowerBoost, FREEZE Fan Stop",$799.00 (1 Offers)–,4.0,,https://www.newegg.com/zotac-geforce-gtx-1080-zt-p10800c-10p/p/N82E16814500398?Description=GTX,NONE,1822 MHz,ZOTAC,2560,"11.81"" x 5.83""",NVIDIA,Dual Fan IceStorm,1683 MHz,1 x DL-DVI-D,4-Dec-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10 GHz,SPECTRA lighting systemIceStorm with ExoArmorPOWERBOOSTFREEZESimultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SyncNVIDIA GameStream,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,300 mm,7680 x 4320,256-Bit,8GB,GDDR5X,ZT-P10800C-10P,4,OpenGL 4.5,Windows 10 / 8 / 7,NONE,Accessories:2 x Dual 6-pin to 8-pin PCIe adapterDriver DiskUser Manual,2 x 8-Pin,NONE,"Yes, SLI HB Bridge Supported",NONE,NONE,Dual Slot,NONE,Recommended Power Supply: 500WPower Consumption: 230W,180W,Yes,-37,299.974,148.082
EVGA,GTX 1080,"EVGA GeForce GTX 1080 GAMING ACX 3.0, 08G-P4-6181-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)",$799.00 (1 Offers)–,4.0,,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6181-kr/p/N82E16814487246?Description=GTX,NONE,1733 MHz,EVGA,2560,"10.50"" x 4.38""",NVIDIA,Double Fans,1607 MHz,1 x Dual-Link DVI-D,3-Oct-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,"Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA PrecisionX OC",NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-6181-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,8-Pin,NONE,2-Way SLI,NONE,NONE,Dual Slot,NONE,"500W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",180W,Yes,-16,266.7,111.25200000000001
EVGA,GTX 1080,EVGA GeForce GTX 1080 DirectX 12 08G-P4-5180-KR 8GB 256-Bit GDDR5X PCI Express 3.0 SLI Support GAMING Video Card,$799.00 –,4.0,,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-5180-kr/p/N82E16814487278?Description=GTX,NONE,1733 MHz,EVGA,2560,"10.50"" x 4.38""",NVIDIA,Double Fans,1607 MHz,1 x Dual-Link DVI-D,16-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,"Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOC",NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-5180-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,8-Pin,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,"500W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",180W,Yes,-11,266.7,111.25200000000001
MSI,GTX 1080,MSI GeForce GTX 1080 DirectX 12 GeForce GTX 1080 DUKE 8G 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$799.00 –,5.0,,https://www.newegg.com/msi-geforce-gtx-1080-duke-8g/p/N82E16814137307?Description=GTX,NONE,1847 MHz,MSI,NONE,"12.28"" x 5.51""",NVIDIA,Triple Fans,1708 MHz,1 x DL-DVI-D,11-Mar-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10108 MHz,Virtual Reality ReadyDirectX 12 ReadyGreat for 4KGamestream to NVIDIA SHIELD,NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2.2,1 x HDMI 2.0,PCI Express 3.0 x16,NONE,312 mm,7680 x 4320,256-Bit,8GB,GDDR5X,GeForce GTX 1080 DUKE 8G,4,OpenGL 4.5,NONE,NONE,NONE,NONE,NONE,2-Way SLI,NONE,NONE,Dual Slot,NONE,Power consumption: 180WRecommended PSU: 500W,180W,Yes,-12,311.9120000000001,139.954
ZOTAC,GTX 1080,ZOTAC GeForce GTX 1080 Ti AMP Extreme Core 11GB GDDR5X 352-bit Gaming Graphics Card VR Ready 16+2 Power Phase Freeze Fan Stop IceStorm Cooling Spectra Lighting ZT-P10810F-10P,"$1,029.00 (1 Offers)–",5.0,,https://www.newegg.com/zotac-geforce-gtx-1080-ti-zt-p10810f-10p/p/N82E16814500423?Description=GTX,NONE,NONE,ZOTAC,3584,"12.80"" x 5.83""",NVIDIA,3 x 90mm fans,1607 MHz,1 x DL-DVI-D,17-Jan-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,11.2 GHz,IceStorm with Metallic ExoArmorPowerBoostFREEZE Fan StopSPECTRA Lighting16 + 2 Power PhasesVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan API,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,325 mm,NONE,352-Bit,11GB,GDDR5X,ZT-P10810F-10P,4,OpenGL 4.5,Windows 10 / 8 / 7 (32-bit and 64-bit),AMP! Extreme Core,Accessories:2 x Dual 6-pin to 8-pin mesh wrapped power cableUser manualDriver Disk,2 x 8-Pin,NONE,2-way. HB SLI Bridge compatible,NONE,NONE,2.5 slots,NONE,Recommended Power Supply: 600WPower Consumption: 320W,250W,Yes,-26,325.12,148.082
MSI,GTX 1080,MSI GTX 1080 TI AERO 11G GeForce GTX 1080 Graphic Card - 1.48 GHz Core - 1.58 GHz Boost Clock - 11 GB GDDR5X - PCI Express 3.0 x16,"$1,029.00 –",5.0,,https://www.newegg.com/msi-gtx-1080-ti-aero-11g/p/N82E16814137127?Description=GTX,NONE,NONE,MSI,NONE,NONE,NVIDIA,Single Fan,NONE,NONE,15-Nov-19,DirectX 12OpenGL 4.5,3,NONE,NONE,NONE,DisplayPort:Yes,Plug-in Card,GTX 1080,NONE,NONE,1 x HDMI,PCI Express 3.0 x16,NONE,NONE,NONE,352 bit,11 GB,GDDR5X,GTX 1080 TI AERO 11G,NONE,DirectX 12OpenGL 4.5,NONE,NONE,VIDEO CARD ONLY => NOTHING ELSE! NO ACCESSORIES WHATSOEVER! VIDEO CARDCOMES IN PLAIN NON-RETAIL BOX!,NONE,NONE,SLI Ready,NONE,NONE,NONE,NONE,NONE,NONE,NONE,-1,0.0,0.0
ZOTAC,GTX 1080,ZOTAC GeForce GTX 1080 Ti AMP Extreme 11GB GDDR5X 352-bit Gaming Graphics Card VR Ready 16+2 Power Phase Freeze Fan Stop IceStorm Cooling Spectra Lighting ZT-P10810C-10P,"$1,029.00 (1 Offers)–",4.0,,https://www.newegg.com/zotac-geforce-gtx-1080-ti-zt-p10810c-10p/p/N82E16814500418?Description=GTX,NONE,1759 MHz,ZOTAC,3584,"12.80"" x 5.83""",NVIDIA,3 x 90mm fans,1645 MHz,1 x DL-DVI-D,17-Jan-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,11.2 GHz,IceStorm with Metallic ExoArmorPowerBoostFREEZE Fan StopSPECTRA Lighting16 + 2 Power PhasesVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan API,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,325 mm,NONE,352-Bit,11GB,GDDR5X,ZT-P10810C-10P,4,OpenGL 4.5,Windows 10 / 8 / 7,NONE,ZOTAC GeForce GTX 1080 Ti AMP Extreme2 x Dual 6-pin to 8-pin mesh wrapped power cableUser manualDriver Disk,2 x 8-Pin,NONE,2-way. HB SLI Bridge compatible,NONE,NONE,2.5 slots,NONE,Recommended Power Supply: 600W,250W,Yes,-36,325.12,148.082
MSI,GTX 1080,MSI GeForce GTX 1080 Ti DirectX 12 GeForce GTX 1080 TI ARMOR 11G OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,"$1,029.00 –",3.0,,https://www.newegg.com/msi-geforce-gtx-1080-ti-armor-11g-oc/p/N82E16814137111?Description=GTX,NONE,1645 MHz,MSI,3584,"11.42"" x 5.63""",NVIDIA,Double Fans,1531 MHz,1 x DL-DVI-D,15-Nov-18,DirectX 12,2 x DisplayPort,Yes,NONE,11016 MHz,"Armor 2X Thermal Design:TORX Fan- Dispersion fan blade: Steep curved blade accelerating the airflow.- Traditional fan blade: Provides steady airflow to massive heat sink below.Zero Frozr: Stopping the fan in low-load situations, keeping a noise-free environment.Advanced Airflow Control technology: Improves cooling efficiency by using advanced aerodynamics to focus airflow.Afterburner Overclocking Utility:Wireless control through Android/iOS devices.Predator: In-game video recording.Kombustor: DirectX12 benchmark.Supports multi-GPU setups.Military Class 4 Components:Certified to MIL-STD-810G standards for top stability and quality.Built with Hi-c CAP, Solid CAP, and New SFC components.",NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2.2,2 x HDMI,PCI Express 3.0 x16,NONE,290 mm,NONE,352-Bit,11GB,GDDR5X,GeForce GTX 1080 TI ARMOR 11G OC,4,OpenGL 4.5,NONE,NONE,NONE,2 x 8-Pin,NONE,2-Way SLI,NONE,NONE,Dual Slot,NONE,250W Power consumptionRecommended PSU: 600W,250W,Yes,-69,290.068,143.002
ZOTAC,GTX 1080,ZOTAC GeForce GTX 1080 Ti AMP Edition 11GB GDDR5X 352-bit Gaming Graphics Card VR Ready 16+2 Power Phase Freeze Fan Stop IceStorm Cooling Spectra Lighting ZT-P10810D-10P,"$1,029.00 –",4.0,,https://www.newegg.com/zotac-geforce-gtx-1080-ti-zt-p10810d-10p/p/N82E16814500419?Description=GTX,NONE,1683 MHz,ZOTAC,3584,"11.81"" x 5.83""",NVIDIA,2 x 100mm fans,1569 MHz,1 x DL-DVI-D,4-Dec-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,11 GHz,IceStormPowerBoostFREEZE Fan StopSPECTRA LED Lighting16 + 2 Power PhaseVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan API,NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,300 mm,NONE,352-Bit,11GB,GDDR5X,ZT-P10810D-10P,4,OpenGL 4.5,Windows 10 / 8 / 7,NONE,ZOTAC GeForce GTX 1080 Ti AMP Edition2 x Dual 6-pin to 8-pin power cableUser manualDriver disk,2 x 8-Pin,NONE,2-way. HB SLI Bridge compatible,NONE,NONE,Dual Slot,NONE,Recommended Power Supply: 600WPower Consumption: 270W,250W,Yes,-18,299.974,148.082
MSI,GTX 1080,MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti LIGHTNING 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,"$1,350.00 –",4.0,,https://www.newegg.com/msi-geforce-gtx-1080-ti-gtx-1080-ti-lightning/p/N82E16814137217?Description=GTX,NONE,1632 MHz (Lightning Mode)1620 MHz (Gaming Mode)1582 MHz (Silent Mode),MSI,3584,"12.60"" x 5.51""",NVIDIA,Triple Fans,1518 MHz (Lightning Mode)1506 MHz (Gaming Mode)1480 MHz (Silent Mode),1 x DL-DVI-D,17-Feb-20,DirectX 12,2 x DisplayPort 1.4,Yes,NONE,11124 MHz (Lightning / Gaming Mode)11016 MHz (Silent mode),"TRI-FROZR Thermal Design- Using three of the award-winning TORX 2.0 Fans with Double Ball Bearings, the new LIGHTNING is once again the pinnacle of air cooling.Close Quarters Heat Pipe Cooling- Pipe down with heat pipes infused into the Close Quarters Heatsink and Backplate for greatly improved thermal performance.Legendary OC Potential- MSI LIGHTNING cards are designed from the ground up for extreme overclocking and extreme performance.Military Class 4 Components- Certified to MIL-STD-810G standardsfor top stability and quality.- Built with Hi-c CAP, Solid CAP, DrMOS and New SFC components.(*The actual allocation of supply may vary from different situation.)",NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2.2,2 x HDMI 2.0b,PCI Express 3.0 x16,NONE,320 mm,NONE,352-Bit,11GB,GDDR5X,GTX 1080 Ti LIGHTNING,4,OpenGL 4.5,NONE,NONE,NONE,3 x 8-Pin,NONE,2-Way SLI,NONE,NONE,2.5-slot,NONE,Power consumption: 250WRecommended PSU: 750W,250W,Yes,-6,320.04,139.954
GIGABYTE,GTX 1080,GIGABYTE GeForce GTX 1080 DirectX 12 GV-N1080TTOC-8GD 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Turbo OC Video Card,$799.00 (1 Offers)–,4.0,,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080ttoc-8gd/p/N82E16814125908?Description=GTX,NONE,1797 MHz (OC Mode)1771 MHz (Gaming Mode),GIGABYTE,2560,"11.02"" x 4.65""",NVIDIA,TURBO FAN,1657 MHz (OC Mode)1632 MHz (Gaming Mode),1 x Dual-Link DVI-D,16-Jan-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10010 MHz,Powered by GeForce GTX 1080Integrated with 8GB GDDR5X 256-bit memoryTurbo Fan Cooling SystemSupport up to 8K display @60HzOne-click overclockingIntuitive Xtreme Engine,ATX,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,NONE,280 mm,7680 x 4320,256-Bit,8GB,GDDR5X,GV-N1080TTOC-8GD,4,OpenGL 4.5,NONE,NONE,NONE,8-Pin,NONE,2-way SLI HB,NONE,NONE,Dual Slot,NONE,System PSU Limitation: 500W,180W,Yes,-32,279.908,118.11
GIGABYTE,GTX 1080,GIGABYTE GeForce GTX 1080 FE DirectX 12 GV-N1080D5X-8GD-B 8GB 256-Bit GDDR5X ATX Video Card,$799.00 –,4.0,,https://www.newegg.com/gigabyte-geforce-gtx-1080-fe-gv-n1080d5x-8gd-b/p/N82E16814125861?Description=GTX,NONE,1733 MHz,GIGABYTE,NONE,NONE,NVIDIA,Single Fan,1607 MHz,1 x Dual-link DVI-D,6-Dec-19,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,"Powered by NVIDIA GeForce GTX 1080Integrated with 8GB GDDR5X memory 256-bit memory interfaceNVIDIA GPU Boost 3.0Max Digital Resolution - 7680x4320@60HzDisplay Connectors -DP1.4, HDMI 2.0b, DL-DVI-D",ATX,GeForce GTX 1080 FE,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI 2.0b,NONE,NONE,280 mm,7680 x 4320,256-Bit,8GB,GDDR5X,GV-N1080D5X-8GD-B,4,OpenGL 4.5,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,"11.02"" x 4.72""",NONE,Recommended PSU: 500W,NONE,Yes,-11,0.0,0.0
ZOTAC,GTX 1080,ZOTAC GeForce GTX 1080 Ti FE DirectX 12 ZT-P10810A-10P 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Cards,"$1,029.00 –",4.0,,https://www.newegg.com/zotac-geforce-gtx-1080-ti-fe-zt-p10810a-10p/p/N82E16814500415?Description=GTX,NONE,1582 MHz,ZOTAC,3584,"10.50"" x 4.38""",NVIDIA,Single Fan,1480 MHz,NONE,17-Jan-19,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,11010 MHz (11.0 Gbps),"The GeForce GTX 1080 Ti is our new flagship gaming GPU, based on the award-winning NVIDIA Pascal architecture. The latest addition to the ultimate gaming platform, this card is packed with extreme gaming horsepower, next-gen 11 Gbps GDDR5X memory, and a massive 11GB frame buffer.",NONE,GeForce GTX 1080 Ti FE,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,NONE,352-Bit,11GB,GDDR5X,ZT-P10810A-10P,4,OpenGL 4.5,Windows 10 / 8 / 7,NONE,Accessories:DisplayPort to DVI adapterDual 4-pin to 6-pin PCIe adapterDual 6-pin to 8-pin PCIe adapterUser Manual,6-pin + 8-pin,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,Recommended Power Supply: 600WPower Consumption: 250W,NONE,Yes,-7,266.7,111.25200000000001
GIGABYTE,GTX 1080,GIGABYTE GeForce GTX 1080 Ti FE DirectX 12 GV-N108TD5X-B 11GB 352-Bit GDDR5X PCI Express 3.0 ATX Video Card,"$1,029.00 –",5.0,,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-fe-gv-n108td5x-b/p/N82E16814125950?Description=GTX,NONE,1582 MHz,GIGABYTE,NONE,"10.50"" x 4.38""",NVIDIA,Single Fan,1480 MHz,NONE,6-Dec-19,DirectX 12,3 x DisplayPort,NONE,NONE,11010 MHz,Powered by GeForce GTX 1080 TiIntegrated with 11GB GDDR5X 352-bit memory interfaceMemory speed boost over 11 Gbps7-phase dualFET power supplyAdvanced vapor chamber cooling,ATX,GeForce GTX 1080 Ti FE,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI,PCI Express 3.0,NONE,267 mm,NONE,352-Bit,11GB,GDDR5X,GV-N108TD5X-B,NONE,OpenGL 4.5,NONE,NONE,NONE,1 x 8-Pin + 1 x 6-Pin,NONE,NONE,NONE,NONE,Dual Slot,NONE,System PSU Limitation: 600W,NONE,Yes,-18,266.7,111.25200000000001
GIGABYTE,GTX 1080,GIGABYTE GeForce GTX 1080 DirectX 12 GV-N1080IX-8GD 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card,$859.00 (1 Offers)–,5.0,,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080ix-8gd/p/N82E16814932009?Description=GTX,NONE,1771 MHz in OC Mode1733 MHz in Gaming Mode,GIGABYTE,2560,"6.65"" x 5.16""",NVIDIA,Single Fan,1632 MHz in OC Mode1607 MHz in Gaming Mode,1 x Dual-link DVI-D,7-Dec-18,DirectX 12,3 x DisplayPort,Yes,NONE,10010 MHz,Powered by GeForce GTX 1080Integrated with 8GB GDDR5X 256-bit memory90mm cooler fan One-click Super Overclocking17cm compact card size,ATX,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,NONE,1 x HDMI,PCI Express 3.0 x16,NONE,169 mm,7680 x 4320,256-Bit,8GB,GDDR5X,GV-N1080IX-8GD,4,OpenGL 4.5,NONE,NONE,NONE,8-Pin,NONE,2-Way SLI,NONE,NONE,Dual Slot,NONE,Recommended PSU: 500W,180W,Yes,-11,168.91,131.064
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti FTW3 ELITE GAMING WHITE, 11G-P4-6797-K1, 11GB 12 GHz GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M","$1,259.00 –",5.0,,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6797-k1/p/N82E16814487385?Description=GTX,NONE,1683 MHz,EVGA,3584,"11.80"" x 5.62""",NVIDIA,iCX,1569 MHz,1 x Dual-Link DVI-D,30-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,12006 MHz,"Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 APIVulkan APIOpenGL 4.6 SupportMax Digital Resolution - 7680x4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCAsynchronous Fans9 additional temp sensors to monitor Memory and VRMGPU / Memory / PWM Thermal Status Indicator LEDsNew vented heatsink fin design and pin fins for optimized airflowSafety fuse to protect components from damage due to improper installation or other component failuresRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipationEVGA iCX Technology",NONE,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,300 mm,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6797-K1,4,OpenGL 4.6,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",NONE,NONE,Two 8-pin or 6+2-pin,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,"600W or greater power supply****PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slotTwo available 8-pin or 6+2-pin PCI-E power donglesTotal Power Draw: 280 Watts****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor",250W,Yes,-8,299.72,142.748
GIGABYTE,GTX 1080,"GIGABYTE AORUS Xtreme GeForce GTX 1080 Ti Waterforce 11GD, GV-N108TAORUSXW-11GD","$1,099.00 –",4.0,,https://www.newegg.com/gigabyte-geforce-gtx-1080-ti-gv-n108taorusx-w-11gd/p/N82E16814125987?Description=GTX,NONE,1746 MHz (OC Mode)1721 MHz (Gaming Mode),GIGABYTE,NONE,"10.50"" x 4.83""",NVIDIA,WATERFORCE,1632 MHz (OC Mode)1607 MHz (Gaming Mode),1 x Dual-Link DVI-D (Thin),20-Nov-18,DirectX 12,3 x DisplayPort,Yes,NONE,11448 MHz (OC Mode)11232 MHz (Gaming Mode),NONE,ATX,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,NONE,3 x HDMI,PCI Express 3.0 x16,NONE,267 mm,NONE,352-Bit,11GB,GDDR5X,GV-N108TAORUSX W-11GD,NONE,OpenGL 4.5,NONE,NONE,NONE,2 x 8-Pin,NONE,NONE,AORUS,NONE,Dual Slot,3584 Stream Processors,System PSU Limitation: 600W,250W,Yes,-39,266.7,122.682
EVGA,GTX 1080,"EVGA GeForce GTX 1080 SC GAMING ACX 3.0 8GB, 08G-P4-6183-KR, GDDR5X, LED, DX12 OSD Support (PXOC) Video Graphics Card",$799.00 –,5.0,,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6183-kr/p/1FT-001K-002M0?Description=GTX,NONE,NONE,EVGA,2560,"10.50"" x 4.38""",NVIDIA,Double Fans,1708 MHz,1 x Dual-Link DVI-D,5-Nov-18,DirectX 12,3 x DisplayPort 1.4,Yes,NONE,10000 MHz,"Simultaneous Multi-Projection VR Ready NVIDIA Ansel NVIDIA SLI w/ HB Bridge Support NVIDIA G-SYNC NVIDIA GameStream NVIDIA GPU Boost 3.0 Microsoft DirectX 12 Vulkan API OpenGL 4.5 Support PCI Express 3.0 Max Digital Resolution - 7680x4320 HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVI Built for EVGA Precision XOC EVGA ACX 3.0 Cooling",NONE,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,Yes,1 x HDMI 2.0b,PCI Express 3.0,NONE,267 mm,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-6183-KR,4,OpenGL 4.5,"Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit",GTX 1080 SC ACX3.0,NONE,8-Pin,NONE,SLI Ready,NONE,NONE,Dual Slot,NONE,"500 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",180W,Yes,-2,266.7,111.25200000000001
